Retailer,Retailer ID,Invoice Date,Region,State,Product,Price per Unit,Units Sold,Operating Margin,Sales Method,Total Sales,Operating Profit
Kohl's,1189833,2021-03-20,West,California,Men's Athletic Footwear,41.0,195,0.35,Online,7995.0,2798.25
Kohl's,1189833,2021-03-21,West,California,Women's Street Footwear,42.0,169,0.55,Online,7098.0,3903.9
Kohl's,1189833,2021-03-22,West,California,Women's Athletic Footwear,41.0,154,0.44999999999999996,Online,6314.0,2841.2999999999997
Kohl's,1189833,2021-03-23,West,California,Men's Apparel,46.0,106,0.68,Online,4876.0,3315.6800000000003
Kohl's,1189833,2021-04-06,West,California,Women's Apparel,41.0,188,0.35,Online,7708.0,2697.7999999999997
Kohl's,1189833,2021-04-07,West,California,Men's Street Footwear,43.0,240,0.5,Online,10320.0,5160.0
Kohl's,1189833,2021-04-08,West,California,Men's Athletic Footwear,49.0,156,0.36,Online,7644.0,2751.8399999999997
Kohl's,1189833,2021-04-09,West,California,Women's Street Footwear,49.0,175,0.55,Online,8575.0,4716.25
Kohl's,1189833,2021-04-10,West,California,Women's Athletic Footwear,43.0,152,0.49,Online,6536.0,3202.64
Kohl's,1189833,2021-04-11,West,California,Men's Apparel,49.0,119,0.66,Online,5831.0,3848.46
Kohl's,1189833,2021-04-12,West,California,Women's Apparel,62.0,174,0.33,Online,10788.0,3560.04
Kohl's,1189833,2021-04-13,West,California,Men's Street Footwear,41.0,208,0.52,Online,8528.0,4434.56
Kohl's,1189833,2021-04-14,West,California,Men's Athletic Footwear,47.0,169,0.35,Online,7943.0,2780.0499999999997
Kohl's,1189833,2021-04-15,West,California,Women's Street Footwear,45.0,163,0.52,Online,7335.0,3814.2000000000003
Kohl's,1189833,2021-04-16,West,California,Women's Athletic Footwear,41.0,154,0.48,Online,6314.0,3030.72
Kohl's,1189833,2021-04-17,West,California,Men's Apparel,45.0,131,0.65,Online,5895.0,3831.75
Kohl's,1189833,2021-04-18,West,California,Women's Apparel,64.0,181,0.31,Online,11584.0,3591.04
Kohl's,1189833,2021-04-19,West,California,Men's Street Footwear,44.0,270,0.55,Online,11880.0,6534.000000000001
Kohl's,1189833,2021-04-20,West,California,Men's Athletic Footwear,47.0,225,0.35,Online,10575.0,3701.2499999999995
Kohl's,1189833,2021-04-21,West,California,Women's Street Footwear,48.0,203,0.55,Online,9744.0,5359.200000000001
Kohl's,1189833,2021-04-22,West,California,Women's Athletic Footwear,44.0,175,0.48,Online,7700.0,3696.0
Kohl's,1189833,2021-04-23,West,California,Men's Apparel,45.0,125,0.6900000000000001,Online,5625.0,3881.2500000000005
Kohl's,1189833,2021-04-24,West,California,Women's Apparel,60.0,200,0.31,Online,12000.0,3720.0
Kohl's,1189833,2021-04-25,West,California,Men's Street Footwear,41.0,238,0.51,Online,9758.0,4976.58
Kohl's,1189833,2021-04-26,West,California,Men's Athletic Footwear,46.0,216,0.38,Online,9936.0,3775.68
Kohl's,1189833,2021-04-27,West,California,Women's Street Footwear,47.0,218,0.52,Online,10246.0,5327.92
Kohl's,1189833,2021-04-28,West,California,Women's Athletic Footwear,44.0,189,0.48,Online,8316.0,3991.68
Kohl's,1189833,2021-04-29,West,California,Men's Apparel,46.0,189,0.66,Online,8694.0,5738.04
Kohl's,1189833,2021-04-30,West,California,Women's Apparel,59.0,203,0.30000000000000004,Online,11977.0,3593.1000000000004
Kohl's,1189833,2021-05-01,West,California,Men's Street Footwear,47.0,252,0.52,Online,11844.0,6158.88
Kohl's,1189833,2021-05-02,West,California,Men's Athletic Footwear,51.0,221,0.4,Online,11271.0,4508.400000000001
Kohl's,1189833,2021-05-03,West,California,Women's Street Footwear,48.0,218,0.51,Online,10464.0,5336.64
Kohl's,1189833,2021-05-04,West,California,Women's Athletic Footwear,47.0,169,0.48,Online,7943.0,3812.64
Kohl's,1189833,2021-05-05,West,California,Men's Apparel,58.0,182,0.67,Online,10556.0,7072.52
Kohl's,1189833,2021-05-06,West,California,Women's Apparel,61.0,189,0.35,Online,11529.0,4035.1499999999996
Kohl's,1189833,2021-05-07,West,California,Men's Street Footwear,47.0,213,0.54,Online,10011.0,5405.9400000000005
Kohl's,1189833,2021-05-08,West,California,Men's Athletic Footwear,50.0,247,0.37,Online,12350.0,4569.5
Kohl's,1189833,2021-05-09,West,California,Women's Street Footwear,46.0,196,0.5,Online,9016.0,4508.0
Kohl's,1189833,2021-05-10,West,California,Women's Athletic Footwear,46.0,176,0.5,Online,8096.0,4048.0
Kohl's,1189833,2021-05-11,West,California,Men's Apparel,58.0,163,0.67,Online,9454.0,6334.18
Kohl's,1189833,2021-05-12,West,California,Women's Apparel,59.0,189,0.31,Online,11151.0,3456.81
Kohl's,1189833,2021-05-13,West,California,Men's Street Footwear,49.0,224,0.5,Online,10976.0,5488.0
Kohl's,1189833,2021-05-14,West,California,Men's Athletic Footwear,51.0,232,0.36,Online,11832.0,4259.5199999999995
Kohl's,1189833,2021-05-15,West,California,Women's Street Footwear,49.0,176,0.51,Online,8624.0,4398.24
Kohl's,1189833,2021-05-16,West,California,Women's Athletic Footwear,48.0,175,0.44999999999999996,Online,8400.0,3779.9999999999995
Kohl's,1189833,2021-05-17,West,California,Men's Apparel,56.0,174,0.68,Online,9744.0,6625.92
Kohl's,1189833,2021-05-18,West,California,Women's Apparel,62.0,176,0.35,Online,10912.0,3819.2
Kohl's,1189833,2021-05-19,West,California,Men's Street Footwear,49.0,231,0.5,Online,11319.0,5659.5
Kohl's,1189833,2021-05-20,West,California,Men's Athletic Footwear,54.0,215,0.38,Online,11610.0,4411.8
Kohl's,1189833,2021-05-21,West,California,Women's Street Footwear,47.0,169,0.5,Online,7943.0,3971.5
Kohl's,1189833,2021-05-22,West,California,Women's Athletic Footwear,47.0,176,0.44999999999999996,Online,8272.0,3722.3999999999996
Kohl's,1189833,2021-05-23,West,California,Men's Apparel,55.0,174,0.6900000000000001,Online,9570.0,6603.3
Kohl's,1189833,2021-05-24,West,California,Women's Apparel,59.0,189,0.34,Online,11151.0,3791.34
Kohl's,1189833,2021-05-25,West,California,Men's Street Footwear,49.0,225,0.51,Online,11025.0,5622.75
Kohl's,1189833,2021-05-26,West,California,Men's Athletic Footwear,50.0,243,0.38,Online,12150.0,4617.0
Kohl's,1189833,2021-05-27,West,California,Women's Street Footwear,46.0,182,0.54,Online,8372.0,4520.88
Kohl's,1189833,2021-05-28,West,California,Women's Athletic Footwear,49.0,210,0.5,Online,10290.0,5145.0
Kohl's,1189833,2021-05-29,West,California,Men's Apparel,55.0,156,0.65,Online,8580.0,5577.0
Kohl's,1189833,2021-05-30,West,California,Women's Apparel,59.0,196,0.35,Online,11564.0,4047.3999999999996
Foot Locker,1185732,2021-05-31,West,California,Men's Street Footwear,44.0,124,0.52,Online,5456.0,2837.12
Foot Locker,1185732,2021-06-01,West,California,Men's Athletic Footwear,41.0,77,0.45999999999999996,Online,3157.0,1452.2199999999998
Foot Locker,1185732,2021-06-02,West,California,Women's Street Footwear,32.0,83,0.47,Online,2656.0,1248.32
Foot Locker,1185732,2021-06-03,West,California,Women's Athletic Footwear,37.0,34,0.52,Online,1258.0,654.16
Foot Locker,1185732,2021-06-04,Midwest,Illinois,Men's Apparel,53.0,47,0.49,Online,2491.0,1220.59
Foot Locker,1185732,2021-06-05,Midwest,Illinois,Women's Apparel,41.0,69,0.6,Online,2829.0,1697.3999999999999
Foot Locker,1185732,2021-06-06,Midwest,Illinois,Men's Street Footwear,44.0,158,0.51,Online,6952.0,3545.52
Foot Locker,1185732,2021-06-07,Midwest,Illinois,Men's Athletic Footwear,43.0,51,0.47,Online,2193.0,1030.71
Foot Locker,1185732,2021-06-08,Midwest,Illinois,Women's Street Footwear,32.0,61,0.45999999999999996,Online,1952.0,897.92
Foot Locker,1185732,2021-06-09,Midwest,Illinois,Women's Athletic Footwear,39.0,28,0.53,Online,1092.0,578.76
Foot Locker,1185732,2021-06-10,Midwest,Illinois,Men's Apparel,50.0,44,0.47,Online,2200.0,1034.0
Foot Locker,1185732,2021-06-11,Midwest,Illinois,Women's Apparel,43.0,77,0.65,Online,3311.0,2152.15
Foot Locker,1185732,2021-06-12,Midwest,Illinois,Men's Street Footwear,47.0,144,0.55,Online,6768.0,3722.4
Foot Locker,1185732,2021-06-13,Midwest,Illinois,Men's Athletic Footwear,46.0,60,0.48,Online,2760.0,1324.8
Foot Locker,1185732,2021-06-14,Midwest,Illinois,Women's Street Footwear,37.0,68,0.44999999999999996,Online,2516.0,1132.1999999999998
Foot Locker,1185732,2021-06-15,Midwest,Illinois,Women's Athletic Footwear,41.0,19,0.53,Online,779.0,412.87
Foot Locker,1185732,2021-06-16,Midwest,Illinois,Men's Apparel,56.0,38,0.47,Online,2128.0,1000.16
Foot Locker,1185732,2021-06-17,Midwest,Illinois,Women's Apparel,45.0,63,0.63,Online,2835.0,1786.05
Foot Locker,1185732,2021-06-18,Midwest,Illinois,Men's Street Footwear,48.0,122,0.52,Online,5856.0,3045.12
Foot Locker,1185732,2021-06-19,Midwest,Illinois,Men's Athletic Footwear,48.0,44,0.45999999999999996,Online,2112.0,971.52
Foot Locker,1185732,2021-06-20,Midwest,Illinois,Women's Street Footwear,36.0,42,0.48,Online,1512.0,725.76
Foot Locker,1185732,2021-06-21,Midwest,Illinois,Women's Athletic Footwear,44.0,20,0.5,Online,880.0,440.0
Foot Locker,1185732,2021-06-22,Midwest,Illinois,Men's Apparel,54.0,28,0.47,Online,1512.0,710.64
Foot Locker,1185732,2021-06-23,Midwest,Illinois,Women's Apparel,49.0,65,0.6,Online,3185.0,1911.0
Foot Locker,1185732,2021-06-24,Midwest,Illinois,Men's Street Footwear,58.0,134,0.54,Online,7772.0,4196.88
Foot Locker,1185732,2021-06-25,Midwest,Illinois,Men's Athletic Footwear,53.0,54,0.44999999999999996,Online,2862.0,1287.8999999999999
Foot Locker,1185732,2021-06-26,Midwest,Illinois,Women's Street Footwear,49.0,44,0.45999999999999996,Online,2156.0,991.7599999999999
Foot Locker,1185732,2021-06-27,Midwest,Illinois,Women's Athletic Footwear,48.0,28,0.53,Online,1344.0,712.32
Foot Locker,1185732,2021-06-28,Midwest,Illinois,Men's Apparel,59.0,35,0.45999999999999996,Online,2065.0,949.9
Foot Locker,1185732,2021-06-29,Midwest,Illinois,Women's Apparel,64.0,63,0.6,Online,4032.0,2419.2
Foot Locker,1185732,2021-06-30,Midwest,Illinois,Men's Street Footwear,46.0,135,0.55,Online,6210.0,3415.5000000000005
Foot Locker,1185732,2021-07-01,Midwest,Illinois,Men's Athletic Footwear,43.0,63,0.44999999999999996,Online,2709.0,1219.05
Foot Locker,1185732,2021-07-02,Midwest,Illinois,Women's Street Footwear,39.0,54,0.44999999999999996,Online,2106.0,947.6999999999999
Foot Locker,1185732,2021-07-03,Midwest,Illinois,Women's Athletic Footwear,38.0,47,0.53,Online,1786.0,946.58
Foot Locker,1185732,2021-07-04,Midwest,Illinois,Men's Apparel,46.0,51,0.5,Online,2346.0,1173.0
Foot Locker,1185732,2021-07-05,Midwest,Illinois,Women's Apparel,51.0,105,0.63,Online,5355.0,3373.65
Foot Locker,1185732,2021-07-06,Midwest,Illinois,Men's Street Footwear,47.0,161,0.52,Online,7567.0,3934.84
Foot Locker,1185732,2021-07-07,Midwest,Illinois,Men's Athletic Footwear,43.0,81,0.44999999999999996,Online,3483.0,1567.35
Foot Locker,1185732,2021-07-08,Midwest,Illinois,Women's Street Footwear,36.0,65,0.44999999999999996,Online,2340.0,1053.0
Foot Locker,1185732,2021-07-09,Midwest,Illinois,Women's Athletic Footwear,39.0,50,0.54,Online,1950.0,1053.0
Foot Locker,1185732,2021-07-10,Midwest,Illinois,Men's Apparel,47.0,56,0.45999999999999996,Online,2632.0,1210.7199999999998
Foot Locker,1185732,2021-07-11,Midwest,Illinois,Women's Apparel,54.0,120,0.61,Online,6480.0,3952.7999999999997
Foot Locker,1185732,2021-07-12,Midwest,Illinois,Men's Street Footwear,49.0,149,0.51,Online,7301.0,3723.51
Foot Locker,1185732,2021-07-13,Midwest,Illinois,Men's Athletic Footwear,41.0,94,0.45999999999999996,Online,3854.0,1772.84
Foot Locker,1185732,2021-07-14,Midwest,Illinois,Women's Street Footwear,38.0,75,0.49,Online,2850.0,1396.5
Foot Locker,1185732,2021-07-15,Midwest,Illinois,Women's Athletic Footwear,37.0,63,0.5,Online,2331.0,1165.5
Foot Locker,1185732,2021-07-16,Midwest,Illinois,Men's Apparel,49.0,50,0.5,Online,2450.0,1225.0
Foot Locker,1185732,2021-07-17,Midwest,Illinois,Women's Apparel,50.0,94,0.65,Online,4700.0,3055.0
Foot Locker,1185732,2021-07-18,Midwest,Illinois,Men's Street Footwear,47.0,135,0.5,Online,6345.0,3172.5
Foot Locker,1185732,2021-07-19,Midwest,Illinois,Men's Athletic Footwear,41.0,84,0.49,Online,3444.0,1687.56
Foot Locker,1185732,2021-07-20,Midwest,Illinois,Women's Street Footwear,36.0,60,0.47,Online,2160.0,1015.1999999999999
Foot Locker,1185732,2021-07-21,Midwest,Illinois,Women's Athletic Footwear,36.0,44,0.53,Online,1584.0,839.5200000000001
Foot Locker,1185732,2021-07-22,Midwest,Illinois,Men's Apparel,49.0,49,0.45999999999999996,Online,2401.0,1104.4599999999998
Foot Locker,1185732,2021-07-23,Midwest,Illinois,Women's Apparel,53.0,73,0.64,Online,3869.0,2476.16
Foot Locker,1185732,2021-07-24,Midwest,Illinois,Men's Street Footwear,56.0,115,0.55,Online,6440.0,3542.0000000000005
Foot Locker,1185732,2021-07-25,Midwest,Illinois,Men's Athletic Footwear,49.0,75,0.49,Online,3675.0,1800.75
Foot Locker,1185732,2021-07-26,Midwest,Illinois,Women's Street Footwear,48.0,39,0.44999999999999996,Online,1872.0,842.3999999999999
Foot Locker,1185732,2021-07-27,Midwest,Illinois,Women's Athletic Footwear,47.0,33,0.51,Online,1551.0,791.01
Foot Locker,1185732,2021-07-28,Midwest,Illinois,Men's Apparel,56.0,33,0.47,Online,1848.0,868.56
Foot Locker,1185732,2021-07-29,Midwest,Illinois,Women's Apparel,60.0,65,0.6,Online,3900.0,2340.0
Foot Locker,1185732,2021-07-30,Midwest,Illinois,Men's Street Footwear,55.0,112,0.54,Online,6160.0,3326.4
Foot Locker,1185732,2021-07-31,Midwest,Illinois,Men's Athletic Footwear,46.0,65,0.47,Online,2990.0,1405.3
Foot Locker,1185732,2021-08-01,Midwest,Illinois,Women's Street Footwear,48.0,49,0.47,Online,2352.0,1105.4399999999998
Foot Locker,1185732,2021-08-02,Midwest,Illinois,Women's Athletic Footwear,46.0,53,0.53,Online,2438.0,1292.14
Foot Locker,1185732,2021-08-03,Midwest,Illinois,Men's Apparel,56.0,41,0.5,Online,2296.0,1148.0
Foot Locker,1185732,2021-08-04,Midwest,Illinois,Women's Apparel,61.0,65,0.6,Online,3965.0,2379.0
Foot Locker,1185732,2021-08-05,Midwest,Illinois,Men's Street Footwear,57.0,150,0.55,Online,8550.0,4702.5
Foot Locker,1185732,2021-08-06,Midwest,Illinois,Men's Athletic Footwear,46.0,75,0.48,Online,3450.0,1656.0
Foot Locker,1185732,2021-08-07,Midwest,Illinois,Women's Street Footwear,46.0,75,0.49,Online,3450.0,1690.5
Foot Locker,1185732,2021-08-08,Midwest,Illinois,Women's Athletic Footwear,49.0,54,0.53,Online,2646.0,1402.38
Foot Locker,1185732,2021-08-09,Midwest,Illinois,Men's Apparel,59.0,58,0.44999999999999996,Online,3422.0,1539.8999999999999
Foot Locker,1185732,2021-08-10,Midwest,Illinois,Women's Apparel,64.0,81,0.63,Online,5184.0,3265.92
Sports Direct,1197831,2021-08-11,Midwest,Illinois,Men's Street Footwear,20.0,189,0.4,Online,3780.0,1512.0
Sports Direct,1197831,2021-08-12,Midwest,Illinois,Men's Athletic Footwear,28.0,196,0.4,Online,5488.0,2195.2000000000003
Sports Direct,1197831,2021-08-13,Midwest,Illinois,Women's Street Footwear,27.0,158,0.41,Online,4266.0,1749.06
Sports Direct,1197831,2021-08-14,Midwest,Illinois,Women's Athletic Footwear,34.0,152,0.51,Online,5168.0,2635.68
Sports Direct,1197831,2021-08-15,South,Texas,Men's Apparel,37.0,94,0.35,Online,3478.0,1217.3
Sports Direct,1197831,2021-08-16,South,Texas,Women's Apparel,33.0,147,0.55,Online,4851.0,2668.05
Sports Direct,1197831,2021-08-17,South,Texas,Men's Street Footwear,23.0,176,0.43,Online,4048.0,1740.6399999999999
Sports Direct,1197831,2021-08-18,South,Texas,Men's Athletic Footwear,32.0,163,0.4,Online,5216.0,2086.4
Sports Direct,1197831,2021-08-19,South,Texas,Women's Street Footwear,34.0,119,0.43,Online,4046.0,1739.78
Sports Direct,1197831,2021-08-20,South,Texas,Women's Athletic Footwear,32.0,128,0.53,Online,4096.0,2170.88
Sports Direct,1197831,2021-08-21,South,Texas,Men's Apparel,38.0,75,0.35,Online,2850.0,997.4999999999999
Sports Direct,1197831,2021-08-22,South,Texas,Women's Apparel,32.0,140,0.56,Online,4480.0,2508.8
Sports Direct,1197831,2021-08-23,South,Texas,Men's Street Footwear,29.0,182,0.5,Online,5278.0,2639.0
Sports Direct,1197831,2021-08-24,South,Texas,Men's Athletic Footwear,39.0,169,0.5,Online,6591.0,3295.5
Sports Direct,1197831,2021-08-25,South,Texas,Women's Street Footwear,28.0,145,0.47,Online,4060.0,1908.1999999999998
Sports Direct,1197831,2021-08-26,South,Texas,Women's Athletic Footwear,32.0,116,0.5700000000000001,Online,3712.0,2115.84
Sports Direct,1197831,2021-08-27,South,Texas,Men's Apparel,38.0,81,0.44999999999999996,Online,3078.0,1385.1
Sports Direct,1197831,2021-08-28,South,Texas,Women's Apparel,32.0,135,0.63,Online,4320.0,2721.6
Sports Direct,1197831,2021-08-29,South,Texas,Men's Street Footwear,18.0,182,0.44999999999999996,Online,3276.0,1474.1999999999998
Sports Direct,1197831,2021-08-30,South,Texas,Men's Athletic Footwear,28.0,175,0.48,Online,4900.0,2352.0
Sports Direct,1197831,2021-08-31,South,Texas,Women's Street Footwear,25.0,152,0.49,Online,3800.0,1862.0
Sports Direct,1197831,2021-09-01,South,Texas,Women's Athletic Footwear,29.0,128,0.5900000000000001,Online,3712.0,2190.0800000000004
Sports Direct,1197831,2021-09-02,South,Texas,Men's Apparel,34.0,85,0.4,Online,2890.0,1156.0
Sports Direct,1197831,2021-09-03,South,Texas,Women's Apparel,29.0,156,0.62,Online,4524.0,2804.88
Sports Direct,1197831,2021-09-04,South,Texas,Men's Street Footwear,19.0,195,0.5,Online,3705.0,1852.5
Sports Direct,1197831,2021-09-05,South,Texas,Men's Athletic Footwear,29.0,194,0.49,Online,5626.0,2756.74
Sports Direct,1197831,2021-09-06,South,Texas,Women's Street Footwear,24.0,175,0.47,Online,4200.0,1974.0
Sports Direct,1197831,2021-09-07,South,Texas,Women's Athletic Footwear,34.0,154,0.6,Online,5236.0,3141.6
Sports Direct,1197831,2021-09-08,South,Texas,Men's Apparel,49.0,131,0.44999999999999996,Online,6419.0,2888.5499999999997
Sports Direct,1197831,2021-09-09,South,Texas,Women's Apparel,43.0,224,0.65,Online,9632.0,6260.8
Sports Direct,1197831,2021-09-10,South,Texas,Men's Street Footwear,41.0,224,0.44999999999999996,Online,9184.0,4132.799999999999
Sports Direct,1197831,2021-09-11,South,Texas,Men's Athletic Footwear,49.0,200,0.48,Online,9800.0,4704.0
Sports Direct,1197831,2021-09-12,South,Texas,Women's Street Footwear,44.0,176,0.47,Online,7744.0,3639.68
Sports Direct,1197831,2021-09-13,South,Texas,Women's Athletic Footwear,43.0,174,0.55,Online,7482.0,4115.1
Sports Direct,1197831,2021-09-14,South,Texas,Men's Apparel,45.0,145,0.43,Online,6525.0,2805.75
Sports Direct,1197831,2021-09-15,South,Texas,Women's Apparel,53.0,263,0.63,Online,13939.0,8781.57
Sports Direct,1197831,2021-09-16,South,Texas,Men's Street Footwear,41.0,231,0.52,Online,9471.0,4924.92
Sports Direct,1197831,2021-09-17,South,Texas,Men's Athletic Footwear,48.0,215,0.54,Online,10320.0,5572.8
Sports Direct,1197831,2021-09-18,South,Texas,Women's Street Footwear,44.0,254,0.5499999999999999,Online,11176.0,6146.799999999999
Sports Direct,1197831,2021-09-19,South,Texas,Women's Athletic Footwear,43.0,150,0.61,Online,6450.0,3934.5
Sports Direct,1197831,2021-09-20,South,Texas,Men's Apparel,47.0,167,0.45999999999999996,Online,7849.0,3610.5399999999995
Sports Direct,1197831,2021-09-21,South,Texas,Women's Apparel,54.0,255,0.67,Online,13770.0,9225.900000000001
Sports Direct,1197831,2021-09-22,South,Texas,Men's Street Footwear,49.0,208,0.51,Online,10192.0,5197.92
Sports Direct,1197831,2021-09-23,South,Texas,Men's Athletic Footwear,53.0,208,0.5,Online,11024.0,5512.0
Sports Direct,1197831,2021-09-24,South,Texas,Women's Street Footwear,46.0,273,0.5499999999999999,Online,12558.0,6906.899999999999
Sports Direct,1197831,2021-09-25,South,Texas,Women's Athletic Footwear,47.0,147,0.65,Online,6909.0,4490.85
Sports Direct,1197831,2021-09-26,South,Texas,Men's Apparel,53.0,142,0.48,Online,7526.0,3612.48
Sports Direct,1197831,2021-09-27,South,Texas,Women's Apparel,56.0,233,0.7000000000000001,Online,13048.0,9133.6
Sports Direct,1197831,2021-09-28,South,Texas,Men's Street Footwear,53.0,181,0.5499999999999999,Online,9593.0,5276.15
Sports Direct,1197831,2021-09-29,South,Texas,Men's Athletic Footwear,54.0,176,0.51,Online,9504.0,4847.04
Sports Direct,1197831,2021-09-30,South,Texas,Women's Street Footwear,59.0,203,0.53,Online,11977.0,6347.81
Sports Direct,1197831,2021-10-01,South,Texas,Women's Athletic Footwear,56.0,126,0.65,Online,7056.0,4586.400000000001
Sports Direct,1197831,2021-10-02,South,Texas,Men's Apparel,53.0,135,0.49,Online,7155.0,3505.95
Sports Direct,1197831,2021-10-03,South,Texas,Women's Apparel,48.0,203,0.7000000000000001,Online,9744.0,6820.800000000001
Sports Direct,1197831,2021-10-04,South,Texas,Men's Street Footwear,39.0,156,0.5,Online,6084.0,3042.0
Sports Direct,1197831,2021-10-05,South,Texas,Men's Athletic Footwear,38.0,169,0.51,Online,6422.0,3275.2200000000003
Sports Direct,1197831,2021-10-06,South,Texas,Women's Street Footwear,41.0,144,0.52,Online,5904.0,3070.08
Sports Direct,1197831,2021-10-07,South,Texas,Women's Athletic Footwear,41.0,111,0.6,Online,4551.0,2730.6
Sports Direct,1197831,2021-10-08,South,Texas,Men's Apparel,36.0,100,0.44999999999999996,Online,3600.0,1619.9999999999998
Sports Direct,1197831,2021-10-09,South,Texas,Women's Apparel,45.0,161,0.7000000000000001,Online,7245.0,5071.500000000001
Sports Direct,1197831,2021-10-10,South,Texas,Men's Street Footwear,38.0,181,0.5499999999999999,Online,6878.0,3782.8999999999996
Sports Direct,1197831,2021-10-11,South,Texas,Men's Athletic Footwear,37.0,218,0.5,Online,8066.0,4033.0
Sports Direct,1197831,2021-10-12,South,Texas,Women's Street Footwear,63.0,176,0.5499999999999999,Online,11088.0,6098.4
Sports Direct,1197831,2021-10-13,South,Texas,Women's Athletic Footwear,59.0,145,0.62,Online,8555.0,5304.1
Sports Direct,1197831,2021-10-14,South,Texas,Men's Apparel,56.0,138,0.48,Online,7728.0,3709.44
Sports Direct,1197831,2021-10-15,South,Texas,Women's Apparel,67.0,176,0.65,Online,11792.0,7664.8
Sports Direct,1197831,2021-10-16,South,Texas,Men's Street Footwear,59.0,223,0.54,Online,13157.0,7104.780000000001
Sports Direct,1197831,2021-10-17,South,Texas,Men's Athletic Footwear,56.0,231,0.52,Online,12936.0,6726.72
Sports Direct,1197831,2021-10-18,South,Texas,Women's Street Footwear,62.0,189,0.54,Online,11718.0,6327.72
Sports Direct,1197831,2021-10-19,South,Texas,Women's Athletic Footwear,59.0,173,0.62,Online,10207.0,6328.34
Sports Direct,1197831,2021-10-20,South,Texas,Men's Apparel,58.0,158,0.5,Online,9164.0,4582.0
Sports Direct,1197831,2021-10-21,South,Texas,Women's Apparel,65.0,233,0.66,Online,15145.0,9995.7
Foot Locker,1185732,2021-10-22,South,Texas,Men's Street Footwear,44.0,111,0.7000000000000001,Online,4884.0,3418.8
Foot Locker,1185732,2021-10-23,South,Texas,Men's Athletic Footwear,41.0,68,0.47,Online,2788.0,1310.36
Foot Locker,1185732,2021-10-24,South,Texas,Women's Street Footwear,33.0,56,0.51,Online,1848.0,942.48
Foot Locker,1185732,2021-10-25,South,Texas,Women's Athletic Footwear,38.0,19,0.51,Online,722.0,368.22
Foot Locker,1185732,2021-10-26,Northeast,Pennsylvania,Men's Apparel,54.0,36,0.44999999999999996,Online,1944.0,874.8
Foot Locker,1185732,2021-10-27,Northeast,Pennsylvania,Women's Apparel,43.0,61,0.44,Online,2623.0,1154.1200000000001
Foot Locker,1185732,2021-10-28,Northeast,Pennsylvania,Men's Street Footwear,42.0,119,0.67,Online,4998.0,3348.6600000000003
Foot Locker,1185732,2021-10-29,Northeast,Pennsylvania,Men's Athletic Footwear,44.0,35,0.48,Online,1540.0,739.1999999999999
Foot Locker,1185732,2021-10-30,Northeast,Pennsylvania,Women's Street Footwear,34.0,46,0.52,Online,1564.0,813.28
Foot Locker,1185732,2021-10-31,Northeast,Pennsylvania,Women's Athletic Footwear,39.0,13,0.52,Online,507.0,263.64
Foot Locker,1185732,2021-11-01,Northeast,Pennsylvania,Men's Apparel,51.0,36,0.45999999999999996,Online,1836.0,844.56
Foot Locker,1185732,2021-11-02,Northeast,Pennsylvania,Women's Apparel,44.0,68,0.44999999999999996,Online,2992.0,1346.3999999999999
Foot Locker,1185732,2021-11-03,Northeast,Pennsylvania,Men's Street Footwear,49.0,120,0.7000000000000001,Online,5880.0,4116.0
Foot Locker,1185732,2021-11-04,Northeast,Pennsylvania,Men's Athletic Footwear,47.0,38,0.49,Online,1786.0,875.14
Foot Locker,1185732,2021-11-05,Northeast,Pennsylvania,Women's Street Footwear,36.0,51,0.54,Online,1836.0,991.44
Foot Locker,1185732,2021-11-06,Northeast,Pennsylvania,Women's Athletic Footwear,43.0,8,0.51,Online,344.0,175.44
Foot Locker,1185732,2021-11-07,Northeast,Pennsylvania,Men's Apparel,58.0,20,0.4,Online,1160.0,464.0
Foot Locker,1185732,2021-11-08,Northeast,Pennsylvania,Women's Apparel,47.0,44,0.35,Online,2068.0,723.8
Foot Locker,1185732,2021-11-09,Northeast,Pennsylvania,Men's Street Footwear,46.0,122,0.63,Online,5612.0,3535.56
Foot Locker,1185732,2021-11-10,Northeast,Pennsylvania,Men's Athletic Footwear,45.0,45,0.42,Online,2025.0,850.5
Foot Locker,1185732,2021-11-11,Northeast,Pennsylvania,Women's Street Footwear,38.0,38,0.45999999999999996,Online,1444.0,664.2399999999999
Foot Locker,1185732,2021-11-12,Northeast,Pennsylvania,Women's Athletic Footwear,42.0,20,0.45999999999999996,Online,840.0,386.4
Foot Locker,1185732,2021-11-13,Northeast,Pennsylvania,Men's Apparel,55.0,22,0.42,Online,1210.0,508.2
Foot Locker,1185732,2021-11-14,Northeast,Pennsylvania,Women's Apparel,48.0,54,0.36,Online,2592.0,933.12
Foot Locker,1185732,2021-11-15,Northeast,Pennsylvania,Men's Street Footwear,58.0,136,0.63,Online,7888.0,4969.44
Foot Locker,1185732,2021-11-16,Northeast,Pennsylvania,Men's Athletic Footwear,54.0,53,0.4,Online,2862.0,1144.8
Foot Locker,1185732,2021-11-17,Northeast,Pennsylvania,Women's Street Footwear,52.0,42,0.45999999999999996,Online,2184.0,1004.6399999999999
Foot Locker,1185732,2021-11-18,Northeast,Pennsylvania,Women's Athletic Footwear,51.0,29,0.47,Online,1479.0,695.13
Foot Locker,1185732,2021-11-19,Northeast,Pennsylvania,Men's Apparel,59.0,31,0.42,Online,1829.0,768.18
